origin,destination,count,Cat
de,et,0,1,Pos
de,fi,0,32,Pos
de,fr,2,76,Pos
de,ge,0,2,Pos
de,gh,0,5,Pos
de,gr,0,84,Pos
de,hk,0,1,Pos
de,hu,0,93,Pos
de,is,0,2,Pos
de,in,6,29,Pos
de,id,0,18,Pos
de,ir,0,5,Pos
de,iq,0,5,Pos
de,ie,0,1,Pos
de,il,0,36,Pos
de,it,3,66,Pos
de,jp,0,12,Pos
de,jo,0,17,Pos
de,kz,0,3,Pos
de,ke,0,3,Pos
de,kr,0,23,Pos
de,kw,0,5,Pos
de,lv,0,14,Pos
de,lb,0,26,Pos
de,lt,0,7,Pos
de,lu,0,84,Pos
de,mk,0,18,Pos
de,my,0,19,Pos
de,mt,0,2,Pos
de,mx,0,64,Pos
de,md,0,14,Pos
de,ma,0,12,Pos
de,na,0,1,Pos
de,np,0,1,Pos
de,nl,1,45,Pos
de,nz,0,6,Pos
de,ng,0,8,Pos
de,no,0,5,Pos
de,om,0,2,Pos
de,pk,0,73,Pos
de,pa,0,Pos
de,pe,0,5,Pos
de,ph,0,14,Pos
de,pl,1,13,Pos
de,pt,0,63,Pos
de,qa,0,2,Pos
de,ro,1,55,Pos
de,sa,0,8,Pos
de,rs,0,53,Pos
de,sg,0,13,Pos
de,sk,0,16,Pos
de,si,0,18,Pos
de,za,0,19,Pos
de,es,2,21,Pos
de,lk,0,4,Pos
de,se,0,1,Pos
de,ch,-4,35,Neg
de,sy,0,49,Pos
de,tw,0,8,Pos
de,tz,0,1,Pos
de,th,0,18,Pos
de,tn,0,29,Pos
de,tr,1,25,Pos
de,ug,0,Pos
de,ua,1,24,Pos
de,ae,0,8,Pos
de,gb,2,47,Pos
de,us,4,56,Pos
de,uy,0,Pos
de,ve,0,32,Pos
de,vn,0,5,Pos
de,ps,0,3,Pos
dk,ar,0,16,Pos
dk,au,0,64,Pos
dk,at,0,1,Pos
dk,be,0,18,Pos
dk,br,0,34,Pos
dk,bg,0,31,Pos
dk,ca,0,15,Pos
dk,cl,0,3,Pos
dk,cn,0,65,Pos
dk,cz,0,18,Pos
dk,eg,0,22,Pos
dk,ee,0,5,Pos
dk,fi,0,18,Pos
dk,fr,0,48,Pos
dk,de,0,6,Pos
dk,gr,0,37,Pos
dk,hk,0,3,Pos
dk,hu,0,36,Pos
dk,is,0,15,Pos
dk,in,1,47,Pos
dk,id,0,13,Pos
dk,ir,1,12,Pos
dk,ie,0,7,Pos
dk,it,1,22,Pos
dk,jp,0,5,Pos
dk,ke,0,12,Pos
dk,kr,0,1,Pos
dk,lv,0,18,Pos
dk,lt,0,6,Pos
dk,lu,0,2,Pos
dk,my,0,15,Pos
dk,mt,0,3,Pos
dk,mx,0,15,Pos
dk,nl,0,34,Pos
dk,nz,0,4,Pos
dk,no,0,52,Pos
dk,pk,0,23,Pos
dk,ph,0,6,Pos
dk,pl,0,15,Pos
dk,pt,0,3,Pos
dk,qa,0,9,Pos
dk,ro,0,81,Pos
dk,sg,0,5,Pos
dk,sk,0,27,Pos
dk,za,0,7,Pos
dk,es,0,71,Pos
dk,se,1,67,Pos
dk,ch,0,13,Pos
dk,th,0,13,Pos
dk,tr,0,2,Pos
dk,ua,0,26,Pos
dk,ae,0,18,Pos
dk,gb,0,2,Pos
dk,us,2,1,Pos
dk,vn,0,1,Pos
do,ar,0,23,Pos
do,br,0,44,Pos
do,ca,0,97,Pos
do,cl,0,5,Pos
do,co,0,19,Pos
do,fr,0,36,Pos
do,ht,0,23,Pos
do,it,0,19,Pos
do,mx,0,44,Pos
do,pa,0,72,Pos
do,pe,0,4,Pos
do,pr,0,19,Pos
do,es,3,89,Pos
do,gb,0,11,Pos
do,us,0,38,Pos
do,ve,3,Pos
dz,be,0,16,Pos
dz,ca,-2,54,Neg
dz,cn,0,4,Pos
dz,eg,0,14,Pos
dz,fr,-3,9,Neg
dz,de,0,1,Pos
dz,in,0,31,Pos
dz,it,0,6,Pos
dz,my,0,15,Pos
dz,ma,0,6,Pos
dz,qa,0,43,Pos
dz,sa,0,24,Pos
dz,es,0,3,Pos
dz,tn,0,Pos
dz,tr,0,52,Pos
dz,ae,0,45,Pos
dz,gb,0,5,Pos
dz,us,1,74,Pos
ec,ar,0,49,Pos
ec,au,0,6,Pos
ec,br,0,21,Pos
ec,ca,0,34,Pos
ec,cl,0,19,Pos
ec,co,0,93,Pos
ec,cr,0,1,Pos
ec,fr,0,17,Pos
ec,de,0,1,Pos
ec,it,0,5,Pos
ec,mx,0,26,Pos
ec,nl,0,2,Pos
ec,pa,0,28,Pos
ec,pe,0,2,Pos
ec,es,1,45,Pos
ec,ch,0,14,Pos
ec,gb,0,16,Pos
ec,us,8,16,Pos
ec,ve,6,93,Pos
ee,au,-2,14,Neg
ee,be,0,15,Pos
ee,dk,0,69,Pos
ee,fi,0,53,Pos
ee,fr,1,22,Pos
ee,de,0,15,Pos
ee,it,0,84,Pos
ee,lv,1,68,Pos
ee,nl,0,38,Pos
ee,no,0,46,Pos
ee,es,0,61,Pos
ee,se,0,76,Pos
ee,ua,7,4,Pos
ee,gb,0,38,Pos
ee,us,5,11,Pos
eg,dz,0,8,Pos
eg,au,0,75,Pos
eg,at,0,11,Pos
eg,bh,0,36,Pos
eg,be,0,7,Pos
eg,ca,-1,99,Neg
eg,cn,0,13,Pos
eg,dk,0,22,Pos
eg,fr,0,2,Pos
eg,de,-1,78,Neg
eg,gh,-1,3,Neg
eg,in,0,7,Pos
eg,iq,0,24,Pos
eg,ie,0,21,Pos
eg,it,0,21,Pos
eg,jp,0,2,Pos
eg,jo,0,17,Pos
eg,kw,-1,99,Neg
eg,lb,0,2,Pos
eg,ly,0,41,Pos
eg,my,0,2,Pos
eg,ma,0,3,Pos
eg,nl,0,34,Pos
eg,ng,0,1,Pos
eg,no,0,8,Pos
eg,om,0,16,Pos
eg,pl,0,13,Pos
eg,qa,-4,3,Neg
eg,ro,0,26,Pos
eg,sa,-13,79,Neg
eg,za,0,7,Pos
eg,es,0,12,Pos
eg,sd,0,11,Pos
eg,se,0,25,Pos
eg,ch,0,8,Pos
eg,sy,0,7,Pos
eg,tr,0,55,Pos
eg,ua,0,2,Pos
eg,ae,-12,44,Neg
eg,gb,0,1,Pos
eg,us,9,46,Pos
eg,ye,0,3,Pos
es,af,0,2,Pos
es,dz,0,Pos
es,ao,0,2,Pos
es,ar,0,8,Pos
es,au,0,24,Pos
es,at,0,12,Pos
es,be,0,1,Pos
es,bo,0,14,Pos
es,br,0,68,Pos
es,bg,0,4,Pos
es,ca,0,6,Pos
es,cl,0,58,Pos
es,cn,0,1,Pos
es,co,0,65,Pos
es,cr,0,11,Pos
es,hr,0,2,Pos
es,cu,0,1,Pos
es,cy,0,1,Pos
es,cz,0,3,Pos
es,dk,0,17,Pos
es,do,0,26,Pos
es,ec,0,23,Pos
es,eg,0,3,Pos
es,sv,0,4,Pos
es,ee,0,1,Pos
es,fi,0,1,Pos
es,fr,0,19,Pos
es,de,-1,29,Neg
es,gr,0,3,Pos
es,gt,0,6,Pos
es,hn,0,5,Pos
es,hk,0,6,Pos
es,hu,0,9,Pos
es,is,0,3,Pos
es,in,0,22,Pos
es,id,0,1,Pos
es,ir,0,3,Pos
es,ie,0,48,Pos
es,il,0,1,Pos
es,it,1,32,Pos
es,jp,0,6,Pos
es,jo,0,1,Pos
es,ke,0,Pos
es,kr,0,1,Pos
es,kw,0,2,Pos
es,lv,0,2,Pos
es,lb,0,2,Pos
es,lt,0,2,Pos
es,lu,0,14,Pos
es,my,0,2,Pos
es,mt,0,1,Pos
es,mx,-2,19,Neg
es,ma,0,1,Pos
es,nl,0,15,Pos
es,nz,0,5,Pos
es,ni,0,5,Pos
es,ng,0,1,Pos
es,no,0,1,Pos
es,om,0,2,Pos
es,pk,0,3,Pos
es,pa,0,17,Pos
es,py,0,5,Pos
es,pe,0,61,Pos
es,ph,0,Pos
es,pl,0,7,Pos
es,pt,0,2,Pos
es,pr,0,5,Pos
es,qa,0,15,Pos
es,ro,0,17,Pos
es,sa,0,21,Pos
es,rs,0,1,Pos
es,sg,0,8,Pos
es,sk,0,1,Pos
es,si,0,1,Pos
es,za,0,4,Pos
es,se,0,22,Pos
es,ch,0,78,Pos
es,tw,0,1,Pos
es,th,0,1,Pos
es,tn,0,2,Pos
es,tr,0,1,Pos
es,ua,0,13,Pos
es,ae,0,38,Pos
es,gb,-2,66,Neg
es,us,0,3,Pos
es,uy,0,7,Pos
es,ve,2,74,Pos
es,vn,0,Pos
et,ca,-1,14,Neg
et,cn,0,86,Pos
et,fr,0,39,Pos
et,de,0,12,Pos
et,in,2,71,Pos
et,it,0,12,Pos
et,ke,0,12,Pos
et,nl,1,2,Pos
et,no,0,94,Pos
et,za,0,51,Pos
et,tr,1,22,Pos
et,ae,-1,2,Neg
et,gb,0,24,Pos
et,us,19,49,Pos
fi,au,0,3,Pos
fi,at,0,28,Pos
fi,be,0,6,Pos
fi,br,0,23,Pos
fi,ca,0,5,Pos
fi,cn,0,59,Pos
fi,cz,0,15,Pos
fi,dk,0,43,Pos
fi,ee,0,9,Pos
fi,fr,0,4,Pos
fi,de,-1,9,Neg
fi,gr,0,27,Pos
fi,hk,0,4,Pos
fi,hu,0,6,Pos
fi,in,-1,55,Neg
fi,ir,0,31,Pos
fi,ie,0,25,Pos
fi,it,0,59,Pos
fi,jp,0,12,Pos
fi,kr,0,25,Pos
fi,lu,0,34,Pos
fi,mx,0,5,Pos
fi,nl,0,74,Pos
fi,no,0,8,Pos
fi,pk,0,62,Pos
fi,pl,0,1,Pos
fi,pt,0,19,Pos
fi,ro,0,35,Pos
fi,sg,0,Pos
fi,es,0,6,Pos
fi,se,-3,35,Neg
fi,ch,0,52,Pos
fi,th,0,18,Pos
fi,tr,0,46,Pos
fi,ae,0,22,Pos
fi,gb,-1,43,Neg
fi,us,3,3,Pos
fi,vn,0,46,Pos
fj,au,5,31,Pos
fj,nz,-4,1,Neg
fj,us,7,67,Pos
fr,af,0,5,Pos
fr,al,0,Pos
fr,dz,0,39,Pos
fr,ao,0,8,Pos
fr,ar,0,11,Pos
fr,am,0,1,Pos
fr,au,0,18,Pos
fr,at,0,1,Pos
fr,az,0,Pos
fr,bh,0,1,Pos
fr,bd,0,1,Pos
fr,be,-1,3,Neg
fr,bj,0,15,Pos
fr,bo,0,1,Pos
fr,br,0,9,Pos
fr,bg,0,4,Pos
fr,bf,0,6,Pos
fr,kh,0,7,Pos
fr,cm,0,Pos
fr,ca,-1,53,Neg
fr,cl,0,2,Pos
fr,cn,0,38,Pos
fr,co,0,2,Pos
fr,cd,0,22,Pos
fr,cr,0,1,Pos
fr,ci,0,37,Pos
fr,hr,0,2,Pos
fr,cy,0,Pos
fr,cz,0,7,Pos
fr,dk,0,8,Pos
fr,do,0,2,Pos
fr,ec,0,2,Pos
fr,eg,0,3,Pos
fr,ee,0,2,Pos
fr,et,0,1,Pos
fr,fi,0,Pos
fr,ga,0,18,Pos
fr,ge,0,Pos
fr,de,-1,21,Neg
fr,gh,0,5,Pos
fr,gr,0,1,Pos
fr,ht,0,2,Pos
fr,hk,0,36,Pos
fr,hu,0,2,Pos
fr,is,0,Pos
fr,in,0,54,Pos
fr,id,0,2,Pos
fr,ir,0,4,Pos
fr,iq,0,1,Pos
fr,ie,0,51,Pos
fr,il,0,15,Pos
fr,it,0,79,Pos
fr,jp,0,23,Pos
fr,jo,0,Pos
fr,kz,0,3,Pos
fr,ke,0,2,Pos
fr,kr,0,5,Pos
fr,kw,0,1,Pos
fr,lv,0,Pos
fr,lb,0,21,Pos
fr,lt,0,1,Pos
fr,lu,-2,18,Neg
fr,mg,0,4,Pos
fr,my,0,7,Pos
fr,ml,0,8,Pos
fr,mt,0,1,Pos
fr,mu,0,9,Pos
fr,mx,0,3,Pos
fr,md,0,4,Pos
fr,ma,0,74,Pos
fr,mm,0,1,Pos
fr,np,0,1,Pos
fr,nl,0,25,Pos
fr,nz,0,15,Pos
fr,ng,0,7,Pos
fr,no,0,7,Pos
fr,om,0,Pos
fr,pk,0,3,Pos
fr,pa,0,3,Pos
fr,pe,0,1,Pos
fr,ph,0,Pos
fr,pl,0,11,Pos
fr,pt,0,17,Pos
fr,qa,0,9,Pos
fr,ro,0,27,Pos
fr,sa,0,8,Pos
fr,sn,0,9,Pos
fr,rs,0,4,Pos
fr,sg,0,49,Pos
fr,sk,0,Pos
fr,si,0,1,Pos
fr,za,0,7,Pos
fr,es,0,14,Pos
fr,lk,0,1,Pos
fr,se,0,2,Pos
fr,ch,-5,69,Neg
fr,sy,0,4,Pos
fr,tw,0,Pos
fr,tz,0,Pos
fr,th,0,8,Pos
fr,tg,0,2,Pos
fr,tn,1,6,Pos
fr,tr,0,7,Pos
fr,ua,0,1,Pos
fr,ae,0,74,Pos
fr,gb,-2,65,Neg
fr,us,0,12,Pos
fr,uy,0,Pos
fr,ve,0,9,Pos
fr,vn,0,15,Pos
ga,cm,0,47,Pos
ga,fr,28,58,Pos
ga,sn,5,13,Pos
ga,gb,12,89,Pos
ga,us,17,9,Pos
gb,af,0,1,Pos
gb,al,0,2,Pos
gb,dz,0,Pos
gb,ao,0,6,Pos
gb,ar,0,5,Pos
gb,am,0,Pos
gb,au,0,3,Pos
gb,at,0,1,Pos
gb,az,0,3,Pos
gb,bs,0,1,Pos
gb,bh,0,6,Pos
gb,bd,0,6,Pos
gb,by,0,2,Pos
gb,be,0,2,Pos
gb,ba,0,Pos
gb,bw,0,13,Pos
gb,br,0,43,Pos
gb,bg,0,33,Pos
gb,kh,0,Pos
gb,cm,0,3,Pos
gb,ca,0,1,Pos
gb,cl,0,6,Pos
gb,cn,0,54,Pos
gb,co,0,4,Pos
gb,cd,0,6,Pos
gb,cr,0,1,Pos
gb,ci,0,3,Pos
gb,hr,0,5,Pos
gb,cy,0,Pos
gb,cz,0,13,Pos
gb,dk,0,2,Pos
gb,do,0,Pos
gb,ec,0,1,Pos
gb,eg,0,1,Pos
gb,ee,0,Pos
gb,et,0,Pos
gb,fi,0,6,Pos
gb,fr,1,44,Pos
gb,ga,0,4,Pos
gb,ge,0,Pos
gb,de,0,59,Pos
gb,gh,0,5,Pos
gb,gr,0,77,Pos
gb,hk,0,47,Pos
gb,hu,0,4,Pos
gb,is,0,1,Pos
gb,in,0,55,Pos
gb,id,0,7,Pos
gb,ir,0,31,Pos
gb,iq,0,5,Pos
gb,ie,0,19,Pos
gb,il,0,8,Pos
gb,it,2,19,Pos
gb,jm,0,2,Pos
gb,jp,0,11,Pos
gb,jo,0,2,Pos
gb,kz,0,8,Pos
gb,ke,0,19,Pos
gb,kr,0,2,Pos
gb,kw,0,7,Pos
gb,lv,0,3,Pos
gb,lb,0,Pos
gb,ly,0,1,Pos
gb,lt,0,7,Pos
gb,lu,0,4,Pos
gb,mk,0,2,Pos
gb,mw,0,8,Pos
gb,my,0,2,Pos
gb,mt,0,6,Pos
gb,mu,0,3,Pos
gb,mx,0,1,Pos
gb,md,0,5,Pos
gb,mn,0,1,Pos
gb,ma,0,2,Pos
gb,mz,0,4,Pos
gb,mm,0,4,Pos
gb,na,0,4,Pos
gb,np,0,3,Pos
gb,nl,0,17,Pos
gb,nz,0,2,Pos
gb,ng,-6,65,Neg
gb,no,0,7,Pos
gb,om,0,1,Pos
gb,pk,0,2,Pos
gb,pa,0,1,Pos
gb,pe,0,3,Pos
gb,ph,0,6,Pos
gb,pl,0,6,Pos
gb,pt,1,2,Pos
gb,qa,0,19,Pos
gb,ro,1,29,Pos
gb,rw,0,2,Pos
gb,sa,0,59,Pos
gb,sn,0,Pos
gb,rs,0,Pos
gb,sg,0,22,Pos
gb,sk,0,2,Pos
gb,si,0,5,Pos
gb,za,-3,33,Neg
gb,es,1,8,Pos
gb,lk,0,3,Pos
gb,sd,0,Pos
gb,se,0,13,Pos
gb,ch,0,14,Pos
gb,sy,0,1,Pos
gb,tw,0,2,Pos
gb,tz,0,7,Pos
gb,th,0,1,Pos
gb,tt,0,1,Pos
gb,tn,0,Pos
gb,tr,0,6,Pos
gb,ug,0,4,Pos
gb,ua,0,9,Pos
gb,ae,-1,56,Neg
gb,us,4,78,Pos
gb,uy,0,Pos
gb,uz,0,2,Pos
gb,ve,0,1,Pos
gb,vn,0,8,Pos
gb,ps,0,1,Pos
gb,zm,0,46,Pos
gb,zw,0,6,Pos
ge,az,0,43,Pos
ge,fr,0,6,Pos
ge,de,0,49,Pos
ge,in,4,8,Pos
ge,tr,1,24,Pos
ge,ua,1,17,Pos
ge,ae,0,74,Pos
ge,gb,0,31,Pos
ge,us,20,21,Pos
gh,au,0,46,Pos
gh,ca,-1,46,Neg
gh,cn,0,21,Pos
gh,ci,0,75,Pos
gh,eg,2,54,Pos
gh,fr,0,69,Pos
gh,de,0,3,Pos
gh,in,1,4,Pos
gh,it,0,1,Pos
gh,ke,0,Pos
gh,lb,0,1,Pos
gh,nl,0,11,Pos
gh,ng,-1,11,Neg
gh,no,2,97,Pos
gh,za,0,32,Pos
gh,tg,0,4,Pos
gh,ae,-1,26,Neg
gh,gb,1,26,Pos
gh,us,17,66,Pos
gr,al,0,1,Pos
gr,au,0,48,Pos
gr,at,0,48,Pos
gr,be,-1,18,Neg
gr,bg,0,17,Pos
gr,ca,0,83,Pos
gr,cn,0,1,Pos
gr,cy,0,97,Pos
gr,cz,0,28,Pos
gr,dk,0,67,Pos
gr,fi,0,21,Pos
gr,fr,-1,Neg
gr,de,-3,77,Neg
gr,hu,0,3,Pos
gr,in,0,48,Pos
gr,ie,0,53,Pos
gr,it,0,29,Pos
gr,lu,0,67,Pos
gr,nl,-2,4,Neg
gr,no,0,52,Pos
gr,pl,0,37,Pos
gr,qa,0,66,Pos
gr,ro,0,21,Pos
gr,sa,0,34,Pos
gr,rs,0,12,Pos
gr,es,0,23,Pos
gr,se,-1,94,Neg
gr,ch,-1,73,Neg
gr,tr,0,48,Pos
gr,ua,0,11,Pos
gr,ae,-1,1,Neg
gr,gb,-14,52,Neg
gr,us,5,17,Pos
gt,ca,0,4,Pos
gt,co,0,Pos
gt,cr,0,6,Pos
gt,sv,-2,92,Neg
gt,hn,-6,15,Neg
gt,mx,0,57,Pos
gt,ni,0,39,Pos
gt,pa,0,37,Pos
gt,es,1,Pos
gt,us,5,21,Pos
gt,ve,1,14,Pos
hk,au,4,39,Pos
hk,at,0,4,Pos
hk,bd,0,11,Pos
hk,be,0,22,Pos
hk,br,0,2,Pos
hk,ca,1,27,Pos
hk,cn,7,88,Pos
hk,dk,0,4,Pos
hk,fi,0,3,Pos
hk,fr,3,31,Pos
hk,de,0,5,Pos
hk,in,3,33,Pos
hk,id,0,2,Pos
hk,ie,0,15,Pos
hk,il,0,7,Pos
hk,it,0,5,Pos
hk,jp,0,Pos
hk,kr,0,68,Pos
hk,my,0,7,Pos
hk,mx,0,Pos
hk,nl,0,7,Pos
hk,nz,0,18,Pos
hk,ng,1,98,Pos
hk,pk,0,7,Pos
hk,ph,0,1,Pos
hk,qa,0,1,Pos
hk,sg,-1,63,Neg
hk,za,0,72,Pos
hk,es,0,39,Pos
hk,se,0,Pos
hk,ch,0,56,Pos
hk,tw,1,57,Pos
hk,th,0,2,Pos
hk,tr,0,9,Pos
hk,ae,0,35,Pos
hk,gb,7,84,Pos
hk,us,6,62,Pos
hk,vn,0,13,Pos
hn,ca,0,49,Pos
hn,cr,0,31,Pos
hn,gt,13,46,Pos
hn,mx,0,18,Pos
hn,ni,0,18,Pos
hn,es,1,74,Pos
hn,us,7,24,Pos
hr,au,0,91,Pos
hr,at,-2,37,Neg
hr,be,-1,21,Neg
hr,ba,1,36,Pos
hr,ca,0,91,Pos
hr,cz,0,23,Pos
hr,fr,0,51,Pos
hr,de,-10,63,Neg
hr,ie,-8,31,Neg
hr,it,0,38,Pos
hr,nl,0,98,Pos
hr,no,0,96,Pos
hr,pl,0,48,Pos
hr,rs,0,4,Pos
hr,si,0,13,Pos
hr,es,0,43,Pos
hr,se,0,76,Pos
hr,ch,0,83,Pos
hr,ae,0,96,Pos
hr,gb,-2,2,Neg
hr,us,8,16,Pos
ht,ca,-3,16,Neg
ht,do,1,5,Pos
ht,fr,1,76,Pos
ht,us,11,86,Pos
hu,au,0,44,Pos
hu,at,-4,7,Neg
hu,be,0,99,Pos
hu,br,-1,7,Neg
hu,ca,0,46,Pos
hu,cn,0,3,Pos
hu,cz,0,39,Pos
hu,dk,-1,12,Neg
hu,fi,0,9,Pos
hu,fr,0,27,Pos
hu,de,-7,25,Neg
hu,gr,0,5,Pos
hu,in,1,53,Pos
hu,ie,-1,31,Neg
hu,it,0,82,Pos
hu,jp,0,14,Pos
hu,lu,0,56,Pos
hu,mt,0,36,Pos
hu,nl,-1,86,Neg
hu,nz,0,36,Pos
hu,no,0,31,Pos
hu,pl,0,3,Pos
hu,pt,0,1,Pos
hu,ro,2,21,Pos
hu,rs,0,92,Pos
hu,sg,0,14,Pos
hu,sk,0,54,Pos
hu,es,-1,16,Neg
hu,se,-1,6,Neg
hu,ch,-2,83,Neg
hu,tr,0,17,Pos
hu,ua,1,7,Pos
hu,ae,0,48,Pos
hu,gb,-13,13,Neg
hu,us,5,67,Pos
id,af,0,2,Pos
id,ao,0,Pos
id,au,0,2,Pos
id,be,0,1,Pos
id,br,0,3,Pos
id,kh,0,Pos
id,ca,0,76,Pos
id,cn,0,26,Pos
id,dk,0,5,Pos
id,fr,0,4,Pos
id,de,0,16,Pos
id,hk,0,5,Pos
id,in,0,26,Pos
id,il,0,24,Pos
id,it,0,Pos
id,jp,0,3,Pos
id,kr,0,3,Pos
id,my,0,14,Pos
id,mm,0,4,Pos
id,nl,0,2,Pos
id,nz,0,11,Pos
id,ng,0,6,Pos
id,no,0,7,Pos
id,om,0,1,Pos
id,ph,0,7,Pos
id,qa,0,14,Pos
id,sa,0,16,Pos
id,sg,0,57,Pos
id,za,0,2,Pos
id,es,0,1,Pos
id,se,0,4,Pos
id,ch,0,1,Pos
id,tw,0,7,Pos
id,th,0,3,Pos
id,tr,0,2,Pos
id,ae,0,16,Pos
id,gb,0,25,Pos
id,us,17,87,Pos
id,vn,0,4,Pos
ie,ar,0,53,Pos
ie,au,3,83,Pos
ie,at,0,27,Pos
ie,be,0,44,Pos
ie,br,10,16,Pos
ie,bg,0,36,Pos
ie,ca,0,98,Pos
ie,cl,0,2,Pos
ie,cn,0,31,Pos
ie,co,0,6,Pos
ie,hr,2,34,Pos
ie,cz,0,33,Pos
ie,dk,0,9,Pos
ie,eg,0,26,Pos
ie,fi,0,14,Pos
ie,fr,3,76,Pos
ie,de,0,32,Pos
ie,gr,0,38,Pos
ie,hk,0,12,Pos
ie,hu,0,55,Pos
ie,in,4,42,Pos
ie,il,0,1,Pos
ie,it,4,57,Pos
ie,jp,0,23,Pos
ie,kr,0,9,Pos
ie,lt,0,1,Pos
ie,lu,0,14,Pos
ie,my,0,2,Pos
ie,mt,0,4,Pos
ie,mx,0,31,Pos
ie,nl,0,93,Pos
ie,nz,0,3,Pos
ie,ng,0,18,Pos
ie,no,0,14,Pos
ie,pk,0,14,Pos
ie,ph,0,17,Pos
ie,pl,0,47,Pos
ie,pt,1,Pos
ie,qa,0,16,Pos
ie,ro,1,31,Pos
ie,sa,0,43,Pos
ie,sg,0,31,Pos
ie,sk,0,8,Pos
ie,za,0,63,Pos
ie,es,2,69,Pos
ie,se,0,21,Pos
ie,ch,0,41,Pos
ie,tw,0,3,Pos
ie,th,0,1,Pos
ie,tr,0,57,Pos
ie,ua,0,36,Pos
ie,ae,-1,1,Neg
ie,gb,-2,62,Neg
ie,us,3,78,Pos
ie,ve,0,28,Pos
ie,vn,0,Pos
il,ar,0,29,Pos
il,au,0,3,Pos
il,at,0,1,Pos
il,be,0,9,Pos
il,br,0,51,Pos
il,ca,-2,26,Neg
il,cn,0,6,Pos
il,cy,0,6,Pos
il,fr,1,22,Pos
il,de,-1,33,Neg
il,hk,0,6,Pos
il,in,0,54,Pos
il,id,0,97,Pos
il,ie,0,11,Pos
il,it,0,17,Pos
il,mx,0,7,Pos
il,nl,0,43,Pos
il,sg,0,2,Pos
il,za,0,23,Pos
il,es,0,7,Pos
il,se,0,14,Pos
il,ch,0,2,Pos
il,th,0,1,Pos
il,tr,0,21,Pos
il,ua,1,25,Pos
il,gb,-1,29,Neg
il,us,0,3,Pos
il,ps,-2,2,Neg
in,af,0,2,Pos
in,al,0,Pos
in,dz,0,1,Pos
in,ao,0,1,Pos
in,ar,0,1,Pos
in,au,-2,1,Neg
in,at,0,2,Pos
in,bh,0,22,Pos
in,bd,0,1,Pos
in,be,0,5,Pos
in,bw,0,1,Pos
in,br,0,1,Pos
in,bg,0,2,Pos
in,kh,0,1,Pos
in,cm,0,1,Pos
in,ca,-2,37,Neg
in,cl,0,1,Pos
in,cn,0,4,Pos
in,co,0,1,Pos
in,cd,0,1,Pos
in,ci,0,1,Pos
in,cz,0,3,Pos
in,dk,0,8,Pos
in,eg,0,Pos
in,et,0,2,Pos
in,fi,0,4,Pos
in,fr,0,17,Pos
in,ge,0,2,Pos
in,de,0,87,Pos
in,gh,0,2,Pos
in,gr,0,1,Pos
in,hk,0,11,Pos
in,hu,0,3,Pos
in,is,0,6,Pos
in,id,0,4,Pos
in,ir,0,2,Pos
in,iq,0,2,Pos
in,ie,0,19,Pos
in,il,0,2,Pos
in,it,0,7,Pos
in,jp,0,1,Pos
in,jo,0,Pos
in,kz,0,1,Pos
in,ke,0,6,Pos
in,kr,0,4,Pos
in,kw,0,36,Pos
in,lt,0,1,Pos
in,lu,0,2,Pos
in,mw,0,Pos
in,my,0,33,Pos
in,mu,0,1,Pos
in,mx,0,5,Pos
in,ma,0,1,Pos
in,mz,0,1,Pos
in,mm,0,3,Pos
in,np,0,6,Pos
in,nl,0,32,Pos
in,nz,0,5,Pos
in,ng,0,11,Pos
in,no,0,6,Pos
in,om,0,19,Pos
in,pk,0,1,Pos
in,pg,0,Pos
in,ph,0,4,Pos
in,pl,0,8,Pos
in,pt,0,1,Pos
in,qa,0,99,Pos
in,ro,0,1,Pos
in,rw,0,1,Pos
in,sa,-1,39,Neg
in,sg,0,99,Pos
in,sk,0,Pos
in,za,0,4,Pos
in,es,0,5,Pos
in,lk,0,4,Pos
in,sd,0,1,Pos
in,se,0,17,Pos
in,ch,0,6,Pos
in,tw,0,3,Pos
in,tz,0,7,Pos
in,th,0,7,Pos
in,tr,0,2,Pos
in,ug,0,2,Pos
in,ua,0,Pos
in,ae,-6,66,Neg
in,gb,0,32,Pos
in,us,-2,42,Neg
in,vn,0,3,Pos
in,ye,0,Pos
in,zm,0,3,Pos
iq,af,1,74,Pos
iq,au,0,78,Pos
iq,ca,-1,51,Neg
iq,cn,0,23,Pos
iq,eg,1,25,Pos
iq,fr,0,38,Pos
iq,de,0,7,Pos
iq,in,1,97,Pos
iq,ir,-3,22,Neg
iq,it,0,32,Pos
iq,jo,0,43,Pos
iq,kw,0,26,Pos
iq,lb,0,38,Pos
iq,my,1,83,Pos
iq,nl,0,55,Pos
iq,om,0,3,Pos
iq,pk,1,3,Pos
iq,qa,0,9,Pos
iq,sa,-1,39,Neg
iq,se,0,41,Pos
iq,sy,1,51,Pos
iq,tr,0,67,Pos
iq,ae,1,36,Pos
iq,gb,2,52,Pos
iq,us,13,47,Pos
ir,af,0,2,Pos
ir,am,0,2,Pos
ir,au,-3,8,Neg
ir,at,0,4,Pos
ir,be,0,7,Pos
ir,ca,-11,1,Neg
ir,cn,0,12,Pos
ir,dk,-1,7,Neg
ir,fi,0,13,Pos
ir,fr,0,22,Pos
ir,de,0,11,Pos
ir,in,0,4,Pos
ir,iq,0,58,Pos
ir,it,0,83,Pos
ir,jp,0,23,Pos
ir,kr,0,6,Pos
ir,my,1,49,Pos
ir,nl,0,88,Pos
